"bbref_id","season","age","experience","team","league","position","games_played","minutes_played","on_court_plus_minus","off_court_plus_minus","prop_pg","prop_sg","prop_sf","prop_pf","prop_c","minutes_pg","minutes_sg","minutes_sf","minutes_pf","minutes_c"
"carroma01",2011,30,8,"CHA","NBA","SG",54,582,-6.6,-2.4,0,0.81,0.19,0,0,0,471.42,110.58,0,0
"carroma01",2012,31,9,"CHA","NBA","SG",53,596,-13.7,2.4,0,0.9,0.08,0.01,0,0,536.4,47.68,5.96,0
"carroma01",2013,32,10,"CHA","NBA","SG",1,6,-20,-9.9,0,1,0,0,0,0,6,0,0,0
"freijma01",2005,23,1,"NOH","NBA","PF",23,441,-9.6,-1.5,0,0,0.11,0.89,0,0,0,48.51,392.49,0
"freijma01",2007,25,2,"ATL","NBA","PF",19,147,1.1,6.7,0,0,0,0.66,0.34,0,0,0,97.02,49.98
"harprma01",2001,24,1,"CLE","NBA","SG",56,1615,-5.5,-1.1,0,0.59,0.41,0,0,0,952.85,662.15,0,0
"harprma01",2002,25,2,"PHI","NBA","SF",81,2541,4.3,6.5,0,0,0.85,0.14,0,0,0,2159.85,355.74,0
"harprma01",2003,26,3,"UTA","NBA","SF",78,2557,5.7,7.3,0,0.33,0.67,0,0,0,843.81,1713.19,0,0
"harprma01",2004,27,4,"UTA","NBA","SF",31,1134,0.6,3,0,0.04,0.94,0.02,0,0,45.36,1065.96,22.68,0
"harprma01",2005,28,5,"UTA","NBA","SF",78,2584,-6.6,-4.4,0,0.01,0.93,0.07,0,0,25.84,2403.12,180.88,0
"harprma01",2006,29,6,"UTA","NBA","SF",71,1944,-3.3,-0.1,0,0.28,0.71,0.01,0,0,544.32,1380.24,19.44,0
"harprma01",2007,30,7,"UTA","NBA","SF",77,1965,6.3,6,0,0.19,0.79,0.02,0,0,373.35,1552.35,39.3,0
"harprma01",2008,31,8,"UTA","NBA","SF",76,1374,1.4,-9.2,0,0.03,0.97,0,0,0,41.22,1332.78,0,0
"harprma01",2009,32,9,"UTA","NBA","SG",63,693,3.5,0.8,0,0.77,0.22,0.02,0,0,533.61,152.46,13.86,0
"bakerma01",2005,25,1,"TOT","NBA","PG",5,19,19.9,22.7,0.85,0.15,0,0,0,16.15,2.85,0,0,0
"bakerma01",2005,25,1,"LAC","NBA","PG",1,1,50,50.8,0,1,0,0,0,0,1,0,0,0
"bakerma01",2005,25,1,"POR","NBA","PG",4,18,18.5,23.3,0.9,0.1,0,0,0,16.2,1.8,0,0,0
"evansma01",2002,23,1,"MIN","NBA","SG",10,45,-4.3,-8.3,0,0.06,0.86,0.08,0,0,2.7,38.7,3.6,0
"evansma01",2005,26,2,"SAC","NBA","SG",65,1233,-0.8,-4.7,0,0.53,0.47,0,0,0,653.49,579.51,0,0
"evansma01",2006,27,3,"DET","NBA","SG",80,1139,2.6,-7.6,0,0.59,0.41,0,0,0,672.01,466.99,0,0
"evansma01",2007,28,4,"LAL","NBA","SG",76,1732,0.7,1.4,0.07,0.91,0.02,0,0,121.24,1576.12,34.64,0,0
"evansma01",2008,29,5,"TOT","NBA","SG",75,1720,4.5,-2.9,0,0.64,0.36,0,0,0,1100.8,619.2,0,0
"evansma01",2008,29,5,"LAL","NBA","SG",7,96,16.6,9.2,0,0.97,0.03,0,0,0,93.12,2.88,0,0
"evansma01",2008,29,5,"ORL","NBA","SG",68,1624,3.8,-3.5,0,0.62,0.38,0,0,0,1006.88,617.12,0,0
"evansma01",2009,30,6,"ATL","NBA","SF",80,1840,0,-3.5,0,0.08,0.82,0.1,0,0,147.2,1508.8,184,0
