SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,PLAYER,SPORTS_REF_ID
2012-13,Kansas State,Big 12,35,34,1171,21.5,0.528,0.497,0.329,0.253,500,7.3,13,9.9,13.5,2.4,0.9,10.1,25.4,3.5,1.8,5.2,0.179,5.5,1.6,7.2,Rodney McGruder,rodney-mcgruder-1
Career,Kansas State,,135,100,3702,20,0.557,0.527,0.393,0.264,1448,7.8,13.5,10.5,10.8,1.9,1.1,10.8,21.3,10.8,5.7,16.5,0.178,5.7,1.9,7.5,Rodney McGruder,rodney-mcgruder-1
2012-13,NC State,ACC,35,23,895,11,0.507,0.502,0.313,0.329,273,3.2,7.9,5.6,8.7,1.3,0.2,15,19,0.9,0.4,1.3,0.057,1.3,-0.8,0.5,Rodney Purvis,rodney-purvis-1
2014-15,UConn,AAC,33,24,947,13.6,0.515,0.509,0.446,0.232,334,1.3,8.3,5,10.1,1.8,0.6,14.3,25.7,0.7,1.3,2,0.084,0.8,-0.8,0,Rodney Purvis,rodney-purvis-1
2015-16,UConn,AAC,36,21,1038,16.9,0.545,0.527,0.484,0.263,424,1.9,9.4,5.9,14.6,1.9,0.4,11.5,24.4,1.9,1.8,3.7,0.141,3.7,1.2,4.9,Rodney Purvis,rodney-purvis-1
2016-17,UConn,AAC,33,32,1217,13.8,0.505,0.467,0.557,0.234,426,1.3,11,6.4,15,1.7,0.8,11.6,22.3,1.5,1.5,3,0.099,2.1,1.1,3.2,Rodney Purvis,rodney-purvis-1
Career,Overall,,137,100,4097,13.9,0.519,0.5,0.465,0.259,1457,1.9,9.3,5.8,12.4,1.7,0.5,12.9,22.9,5,5,9.9,0.097,2,0.3,2.3,Rodney Purvis,rodney-purvis-1
1990-91,Wake Forest,ACC,30,29,895,,0.602,0.585,0.1,0.347,,,,,,,,16.6,,,,,,,,,Rodney Rogers,rodney-rogers-1
1991-92,Wake Forest,ACC,29,28,945,,0.648,0.638,0.125,0.316,,,,,,,,13.1,,,,,,,,,Rodney Rogers,rodney-rogers-1
1992-93,Wake Forest,ACC,30,29,981,,0.612,0.582,0.155,0.434,,,,,,,,15.7,,,,,,,,,Rodney Rogers,rodney-rogers-1
